#SampleID	Metaphlan2_Analysis
d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__JAJPGZ01|s__	2
d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__Palsa-1382	2
d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__Palsa-1382|s__	2
d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__Udaeobacter	5
d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__Udaeobacter|s__	5
d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Methylacidiphilales	1
d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Methylacidiphilales|f__GAS474	1
d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Methylacidiphilales|f__GAS474|g__	1
d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Methylacidiphilales|f__GAS474|g__|s__	1
d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales	5
d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales|f__Opitutaceae	5
d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales|f__Opitutaceae|g__CAIUWA01	1
d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales|f__Opitutaceae|g__CAIUWA01|s__	1
d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales|f__Opitutaceae|g__Palsa-1447	4
d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales|f__Opitutaceae|g__Palsa-1447|s__	4
d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales	6
d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Palsa-1400	1
d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Palsa-1400|g__	1
d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Palsa-1400|g__|s__	1
d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__UBA11358	4
d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__UBA11358|g__UBA11358	4
d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__UBA11358|g__UBA11358|s__	4
d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__UBA8199	1
d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__UBA8199|g__PSRM01	1
d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__UBA8199|g__PSRM01|s__	1
